"x" "y" "yield" "nitro" "topo" "bv" "rep" "nf" "StripNo" "RowId" "row" "col" "cnitro" "nitro.sq" "cnitro.sq" "gridobject" "gridId"
-5136699.01904093 -6258701.32014717 42.04 75.4 "HT" 186.49 "R2" "N3" "Strip: 8" 47 "47" "8" 10.5 5685.16 110.25 "140" "836"
-5136707.41559171 -6258692.78704345 52.5 99.8 "HT" 196.13 "R2" "N4" "Strip: 9" 47 "47" "9" 34.9 9960.04 1218.01 "140" "837"
-5136707.3476406 -6258684.32262213 40.2 0 "HT" 183.28 "R2" "N0" "Strip: 10" 47 "47" "10" -64.9 0 4212.01 "140" "838"
-5136707.27865537 -6258675.85778873 42.52 50.6 "HT" 183.09 "R2" "N2" "Strip: 11" 47 "47" "11" -14.3 2560.36 204.49 "140" "839"
-5136707.21070028 -6258667.39337725 50.02 39 "HT" 187.77 "R2" "N1" "Strip: 12" 47 "47" "12" -25.9 1521 670.81 "140" "840"
-5136715.60723867 -6258658.86030423 49.86 124.6 "HT" 188.3 "R3" "N5" "Strip: 13" 47 "47" "13" 59.7 15525.16 3564.09 "233" "841"
-5136715.53927878 -6258650.39590463 55.16 75.4 "HT" 186.71 "R3" "N3" "Strip: 14" 47 "47" "14" 10.5 5685.16 110.25 "233" "842"
-5136715.47131691 -6258641.93150995 56.05 99.8 "HT" 183.48 "R3" "N4" "Strip: 15" 47 "47" "15" 34.9 9960.04 1218.01 "233" "843"
-5136706.93782792 -6258633.53536354 53.46 0 "HT" 186.43 "R3" "N0" "Strip: 16" 47 "47" "16" -64.9 0 4212.01 "233" "844"
-5136715.3353872 -6258625.00273535 56.06 50.6 "HT" 184.43 "R3" "N2" "Strip: 17" 47 "47" "17" -14.3 2560.36 204.49 "233" "845"
-5136715.26638723 -6258616.53793842 55.72 39 "HT" 186.49 "R3" "N1" "Strip: 18" 47 "47" "18" -25.9 1521 670.81 "233" "846"
-5136674.10110434 -6258760.77736304 46.78 124.6 "HT" 184.98 "R1" "N5" "Strip: 1" 48 "48" "1" 59.7 15525.16 3564.09 "48" "847"
-5136674.03317242 -6258752.31289423 48.28 75.4 "HT" 187.97 "R1" "N3" "Strip: 2" 48 "48" "2" 10.5 5685.16 110.25 "48" "848"
-5136682.42974355 -6258743.77974015 50.59 99.8 "HT" 194.05 "R1" "N4" "Strip: 3" 48 "48" "3" 34.9 9960.04 1218.01 "48" "849"
-5136682.36180683 -6258735.31528321 38.97 0 "HT" 188.95 "R1" "N0" "Strip: 4" 48 "48" "4" -64.9 0 4212.01 "48" "850"
-5136682.29386813 -6258726.85083119 42.3 50.6 "HT" 185.12 "R1" "N2" "Strip: 5" 48 "48" "5" -14.3 2560.36 204.49 "48" "851"
-5136690.69042967 -6258718.31770086 43.78 39 "HT" 190.61 "R1" "N1" "Strip: 6" 48 "48" "6" -25.9 1521 670.81 "48" "852"
-5136690.62248617 -6258709.85326071 44.98 124.6 "HT" 188.23 "R2" "N5" "Strip: 7" 48 "48" "7" 59.7 15525.16 3564.09 "141" "853"
-5136690.55350854 -6258701.38840847 50.31 75.4 "HT" 183.17 "R2" "N3" "Strip: 8" 48 "48" "8" 10.5 5685.16 110.25 "141" "854"
-5136698.95006049 -6258692.85530188 43.26 99.8 "HT" 193.41 "R2" "N4" "Strip: 9" 48 "48" "9" 34.9 9960.04 1218.01 "141" "855"
-5136698.8821102 -6258684.39087853 37.45 0 "HT" 191.03 "R2" "N0" "Strip: 10" 48 "48" "10" -64.9 0 4212.01 "141" "856"
-5136698.81415792 -6258675.9264601 41.75 50.6 "HT" 189.28 "R2" "N2" "Strip: 11" 48 "48" "11" -14.3 2560.36 204.49 "141" "857"
-5136698.74620366 -6258667.46204659 51.76 39 "HT" 190.09 "R2" "N1" "Strip: 12" 48 "48" "12" -25.9 1521 670.81 "141" "858"
-5136707.14274321 -6258658.92897069 51.1 124.6 "HT" 186.86 "R3" "N5" "Strip: 13" 48 "48" "13" 59.7 15525.16 3564.09 "234" "859"
-5136707.07478414 -6258650.46456906 56.1 75.4 "HT" 184.39 "R3" "N3" "Strip: 14" 48 "48" "14" 10.5 5685.16 110.25 "234" "860"
-5136707.00682309 -6258642.00017234 55.94 99.8 "HT" 182.05 "R3" "N4" "Strip: 15" 48 "48" "15" 34.9 9960.04 1218.01 "234" "861"
-5136698.47382975 -6258633.60279916 56.25 0 "HT" 186.44 "R3" "N0" "Strip: 16" 48 "48" "16" -64.9 0 4212.01 "234" "862"
-5136706.87035806 -6258625.06975108 57.7 50.6 "HT" 187.75 "R3" "N2" "Strip: 17" 48 "48" "17" -14.3 2560.36 204.49 "234" "863"
-5136706.80239104 -6258616.60536913 59.47 39 "HT" 183.17 "R3" "N1" "Strip: 18" 48 "48" "18" -25.9 1521 670.81 "234" "864"
-5136665.63659731 -6258760.84605813 49.63 124.6 "E" 185.81 "R1" "N5" "Strip: 1" 49 "49" "1" 59.7 15525.16 3564.09 "49" "865"
-5136665.56916139 -6258752.38036168 51.87 75.4 "E" 188.43 "R1" "N3" "Strip: 2" 49 "49" "2" 10.5 5685.16 110.25 "49" "866"
-5136673.96523851 -6258743.84843033 49.09 99.8 "HT" 192.59 "R1" "N4" "Strip: 3" 49 "49" "3" 34.9 9960.04 1218.01 "49" "867"
-5136673.89627048 -6258735.38355434 39.83 0 "HT" 186.05 "R1" "N0" "Strip: 4" 49 "49" "4" -64.9 0 4212.01 "49" "868"
-5136673.82882777 -6258726.91787469 47.03 50.6 "HT" 181.16 "R1" "N2" "Strip: 5" 49 "49" "5" -14.3 2560.36 204.49 "49" "869"
-5136682.2248953 -6258718.38596708 40.33 39 "HT" 181.36 "R1" "N1" "Strip: 6" 49 "49" "6" -25.9 1521 670.81 "49" "870"
-5136682.15695262 -6258709.92152489 52.79 124.6 "HT" 184.87 "R2" "N5" "Strip: 7" 49 "49" "7" 59.7 15525.16 3564.09 "142" "871"
-5136682.08950312 -6258701.45586204 46.99 75.4 "HT" 186.13 "R2" "N3" "Strip: 8" 49 "49" "8" 10.5 5685.16 110.25 "142" "872"
-5136690.48556106 -6258692.92397816 46.72 99.8 "HT" 193.11 "R2" "N4" "Strip: 9" 49 "49" "9" 34.9 9960.04 1218.01 "142" "873"
-5136690.4176116 -6258684.45955278 43.66 0 "HT" 193.62 "R2" "N0" "Strip: 10" 49 "49" "10" -64.9 0 4212.01 "142" "874"
-5136690.35015531 -6258675.99390673 50.2 50.6 "HT" 186.01 "R2" "N2" "Strip: 11" 49 "49" "11" -14.3 2560.36 204.49 "142" "875"
-5136690.28220187 -6258667.52949118 52.09 39 "HT" 182.26 "R2" "N1" "Strip: 12" 49 "49" "12" -25.9 1521 670.81 "142" "876"
-5136698.67824741 -6258658.997638 51.8 124.6 "HT" 184.08 "R3" "N5" "Strip: 13" 49 "49" "13" 59.7 15525.16 3564.09 "235" "877"
-5136698.6097522 -6258650.53159174 56.93 75.4 "HT" 182.09 "R3" "N3" "Strip: 14" 49 "49" "14" 10.5 5685.16 110.25 "235" "878"
-5136698.54179197 -6258642.06719299 60.4 99.8 "HT" 184.32 "R3" "N4" "Strip: 15" 49 "49" "15" 34.9 9960.04 1218.01 "235" "879"
-5136690.00933608 -6258633.6714612 52.16 0 "HT" 185.46 "R3" "N0" "Strip: 16" 49 "49" "16" -64.9 0 4212.01 "235" "880"
-5136698.40586555 -6258625.13841025 57.39 50.6 "HT" 188.21 "R3" "N2" "Strip: 17" 49 "49" "17" -14.3 2560.36 204.49 "235" "881"
-5136698.33789936 -6258616.67402626 58.48 39 "HT" 187.22 "R3" "N1" "Strip: 18" 49 "49" "18" -25.9 1521 670.81 "235" "882"
-5136657.17155298 -6258760.91311144 51.19 124.6 "E" 184.94 "R1" "N5" "Strip: 1" 50 "50" "1" 59.7 15525.16 3564.09 "50" "883"
-5136657.10362271 -6258752.44863856 50.4 75.4 "E" 186.97 "R1" "N3" "Strip: 2" 50 "50" "2" 10.5 5685.16 110.25 "50" "884"
-5136665.50019617 -6258743.91547874 55.12 99.8 "E" 189.47 "R1" "N4" "Strip: 3" 50 "50" "3" 34.9 9960.04 1218.01 "50" "885"
-5136665.43226109 -6258735.45101773 44.73 0 "E" 181.15 "R1" "N0" "Strip: 4" 50 "50" "4" -64.9 0 4212.01 "50" "886"
-5136665.36432403 -6258726.98656164 47.94 50.6 "E" 182.28 "R1" "N2" "Strip: 5" 50 "50" "5" -14.3 2560.36 204.49 "50" "887"
-5136673.7608879 -6258718.45342555 45.19 39 "HT" 181.9 "R1" "N1" "Strip: 6" 50 "50" "6" -25.9 1521 670.81 "50" "888"
-5136673.69294604 -6258709.98898134 50.95 124.6 "HT" 184.66 "R2" "N5" "Strip: 7" 50 "50" "7" 59.7 15525.16 3564.09 "143" "889"
-5136673.62500219 -6258701.52454204 52.26 75.4 "HT" 180.49 "R2" "N3" "Strip: 8" 50 "50" "8" 10.5 5685.16 110.25 "143" "890"
-5136682.02155646 -6258692.9914297 50.1 99.8 "HT" 185.44 "R2" "N4" "Strip: 9" 50 "50" "9" 34.9 9960.04 1218.01 "143" "891"
-5136681.95360782 -6258684.52700228 41.86 0 "HT" 189.93 "R2" "N0" "Strip: 10" 50 "50" "10" -64.9 0 4212.01 "143" "892"
-5136681.88462505 -6258676.06216277 52.79 50.6 "HT" 184.74 "R2" "N2" "Strip: 11" 50 "50" "11" -14.3 2560.36 204.49 "143" "893"
-5136681.81667243 -6258667.5977452 47.45 39 "HT" 186.24 "R2" "N1" "Strip: 12" 50 "50" "12" -25.9 1521 670.81 "143" "894"
-5136690.2132143 -6258659.06466355 55.36 124.6 "HT" 186.45 "R3" "N5" "Strip: 13" 50 "50" "13" 59.7 15525.16 3564.09 "236" "895"
-5136690.14525688 -6258650.60025785 58.85 75.4 "HT" 188.07 "R3" "N3" "Strip: 14" 50 "50" "14" 10.5 5685.16 110.25 "236" "896"
-5136690.07729747 -6258642.13585706 60.58 99.8 "HT" 186.42 "R3" "N4" "Strip: 15" 50 "50" "15" 34.9 9960.04 1218.01 "236" "897"
-5136681.5443051 -6258633.73848149 58.02 0 "HT" 177.17 "R3" "N0" "Strip: 16" 50 "50" "16" -64.9 0 4212.01 "236" "898"
-5136689.9413727 -6258625.20707025 68.11 50.6 "HT" 182.17 "R3" "N2" "Strip: 17" 50 "50" "17" -14.3 2560.36 204.49 "236" "899"
-5136689.87237519 -6258616.74226722 62.23 39 "HT" 180.94 "R3" "N1" "Strip: 18" 50 "50" "18" -25.9 1521 670.81 "236" "900"
-5136648.70704528 -6258760.98180821 64.43 124.6 "E" 184.67 "R1" "N5" "Strip: 1" 51 "51" "1" 59.7 15525.16 3564.09 "51" "901"
-5136648.63911583 -6258752.51733329 60.67 75.4 "E" 182.6 "R1" "N3" "Strip: 2" 51 "51" "2" 10.5 5685.16 110.25 "51" "902"
-5136657.03569045 -6258743.98417059 57.72 99.8 "E" 188.3 "R1" "N4" "Strip: 3" 51 "51" "3" 34.9 9960.04 1218.01 "51" "903"
-5136656.9677562 -6258735.51970755 48.71 0 "E" 181.71 "R1" "N0" "Strip: 4" 51 "51" "4" -64.9 0 4212.01 "51" "904"
-5136656.89981996 -6258727.05524942 49.69 50.6 "E" 180.02 "R1" "N2" "Strip: 5" 51 "51" "5" -14.3 2560.36 204.49 "51" "905"
-5136665.29638498 -6258718.52211046 47.93 39 "E" 179.59 "R1" "N1" "Strip: 6" 51 "51" "6" -25.9 1521 670.81 "51" "906"
-5136665.22844395 -6258710.05766421 55.58 124.6 "E" 184.5 "R2" "N5" "Strip: 7" 51 "51" "7" 59.7 15525.16 3564.09 "144" "907"
-5136665.15946878 -6258701.59280587 53 75.4 "E" 183.99 "R2" "N3" "Strip: 8" 51 "51" "8" 10.5 5685.16 110.25 "144" "908"
-5136673.55602422 -6258693.05969066 52.29 99.8 "HT" 173.55 "R2" "N4" "Strip: 9" 51 "51" "9" 34.9 9960.04 1218.01 "144" "909"
-5136673.4880764 -6258684.5952612 42.97 0 "HT" 190.16 "R2" "N0" "Strip: 10" 51 "51" "10" -64.9 0 4212.01 "144" "910"
-5136673.42012659 -6258676.13083667 47.52 50.6 "E" 177.43 "R2" "N2" "Strip: 11" 51 "51" "11" -14.3 2560.36 204.49 "144" "911"
-5136673.35217479 -6258667.66641706 55.63 39 "E" 179.72 "R2" "N1" "Strip: 12" 51 "51" "12" -25.9 1521 670.81 "144" "912"
-5136681.74871782 -6258659.13333254 51.98 124.6 "HT" 182.7 "R3" "N5" "Strip: 13" 51 "51" "13" 59.7 15525.16 3564.09 "237" "913"
-5136681.68076122 -6258650.66892479 60.73 75.4 "HT" 187.25 "R3" "N3" "Strip: 14" 51 "51" "14" 10.5 5685.16 110.25 "237" "914"
-5136681.61280264 -6258642.20452198 63.73 99.8 "HT" 180.68 "R3" "N4" "Strip: 15" 51 "51" "15" 34.9 9960.04 1218.01 "237" "915"
-5136673.07981074 -6258633.80714521 60.54 0 "E" 173.71 "R3" "N0" "Strip: 16" 51 "51" "16" -64.9 0 4212.01 "237" "916"
-5136681.47634254 -6258625.27408851 63.92 50.6 "HT" 184.39 "R3" "N2" "Strip: 17" 51 "51" "17" -14.3 2560.36 204.49 "237" "917"
-5136681.40837799 -6258616.80970046 62.08 39 "HT" 183.43 "R3" "N1" "Strip: 18" 51 "51" "18" -25.9 1521 670.81 "237" "918"
-5136640.24253724 -6258761.05050582 72.19 124.6 "E" 176.48 "R1" "N5" "Strip: 1" 52 "52" "1" 59.7 15525.16 3564.09 "52" "919"
-5136640.17407164 -6258752.58438626 75.83 75.4 "E" 177.89 "R1" "N3" "Strip: 2" 52 "52" "2" 10.5 5685.16 110.25 "52" "920"
-5136648.57118439 -6258744.05286329 66.17 99.8 "E" 184.5 "R1" "N4" "Strip: 3" 52 "52" "3" 34.9 9960.04 1218.01 "52" "921"
-5136648.502714 -6258735.5867556 59.18 0 "E" 185.8 "R1" "N0" "Strip: 4" 52 "52" "4" -64.9 0 4212.01 "52" "922"
-5136648.43477858 -6258727.12229545 51.14 50.6 "E" 178.15 "R1" "N2" "Strip: 5" 52 "52" "5" -14.3 2560.36 204.49 "52" "923"
-5136656.8308496 -6258718.5903792 50.59 39 "E" 179.56 "R1" "N1" "Strip: 6" 52 "52" "6" -25.9 1521 670.81 "52" "924"
-5136656.76340455 -6258710.12470533 54.3 124.6 "E" 176.57 "R2" "N5" "Strip: 7" 52 "52" "7" 59.7 15525.16 3564.09 "145" "925"
-5136656.69546235 -6258701.66026197 55.03 75.4 "E" 180.7 "R2" "N3" "Strip: 8" 52 "52" "8" 10.5 5685.16 110.25 "145" "926"
-5136665.09152377 -6258693.12836946 60.12 99.8 "E" 183.96 "R2" "N4" "Strip: 9" 52 "52" "9" 34.9 9960.04 1218.01 "145" "927"
-5136665.02407194 -6258684.66271239 54.98 0 "E" 183.27 "R2" "N0" "Strip: 10" 52 "52" "10" -64.9 0 4212.01 "145" "928"
-5136664.95612295 -6258676.19828582 62.96 50.6 "E" 182.37 "R2" "N2" "Strip: 11" 52 "52" "11" -14.3 2560.36 204.49 "145" "929"
-5136664.88817198 -6258667.73386417 61.21 39 "E" 181.67 "R2" "N1" "Strip: 12" 52 "52" "12" -25.9 1521 670.81 "145" "930"
-5136673.28471617 -6258659.20077678 57.27 124.6 "E" 181.31 "R3" "N5" "Strip: 13" 52 "52" "13" 59.7 15525.16 3564.09 "238" "931"
-5136673.21676039 -6258650.73636701 67.02 75.4 "E" 182.45 "R3" "N3" "Strip: 14" 52 "52" "14" 10.5 5685.16 110.25 "238" "932"
-5136673.1477705 -6258642.27154514 64.01 99.8 "E" 177.69 "R3" "N4" "Strip: 15" 52 "52" "15" 34.9 9960.04 1218.01 "238" "933"
-5136664.61531605 -6258633.87580978 64.98 0 "E" 169.64 "R3" "N0" "Strip: 16" 52 "52" "16" -64.9 0 4212.01 "238" "934"
-5136673.011849 -6258625.3427502 66.5 50.6 "E" 180.43 "R3" "N2" "Strip: 17" 52 "52" "17" -14.3 2560.36 204.49 "238" "935"
-5136672.94388528 -6258616.87836011 62.65 39 "E" 180.38 "R3" "N1" "Strip: 18" 52 "52" "18" -25.9 1521 670.81 "238" "936"
-5136631.77749189 -6258761.11756166 72.26 124.6 "E" 176.9 "R1" "N5" "Strip: 1" 53 "53" "1" 59.7 15525.16 3564.09 "53" "937"
-5136631.70956409 -6258752.65308267 75.48 75.4 "E" 180.7 "R1" "N3" "Strip: 2" 53 "53" "2" 10.5 5685.16 110.25 "53" "938"
-5136640.10614103 -6258744.11991422 69.03 99.8 "E" 175.15 "R1" "N4" "Strip: 3" 53 "53" "3" 34.9 9960.04 1218.01 "53" "939"
-5136640.03820842 -6258735.6554471 64.07 0 "E" 180.28 "R1" "N0" "Strip: 4" 53 "53" "4" -64.9 0 4212.01 "53" "940"
-5136639.97027382 -6258727.19098491 67.06 50.6 "E" 179.11 "R1" "N2" "Strip: 5" 53 "53" "5" -14.3 2560.36 204.49 "53" "941"
-5136648.36684117 -6258718.65784021 59.95 39 "E" 175.17 "R1" "N1" "Strip: 6" 53 "53" "6" -25.9 1521 670.81 "53" "942"
-5136648.29890178 -6258710.19338989 58.28 124.6 "E" 176.14 "R2" "N5" "Strip: 7" 53 "53" "7" 59.7 15525.16 3564.09 "146" "943"
-5136648.2309604 -6258701.72894449 74.35 75.4 "E" 175.5 "R2" "N3" "Strip: 8" 53 "53" "8" 10.5 5685.16 110.25 "146" "944"
-5136656.62751816 -6258693.19582352 63.75 99.8 "E" 178.95 "R2" "N4" "Strip: 9" 53 "53" "9" 34.9 9960.04 1218.01 "146" "945"
-5136656.55957198 -6258684.73139 65.14 0 "E" 171.43 "R2" "N0" "Strip: 10" 53 "53" "10" -64.9 0 4212.01 "146" "946"
-5136656.49059167 -6258676.26654439 70.55 50.6 "E" 173.62 "R2" "N2" "Strip: 11" 53 "53" "11" -14.3 2560.36 204.49 "146" "947"
-5136656.42264152 -6258667.80212071 69.73 39 "E" 175.41 "R2" "N1" "Strip: 12" 53 "53" "12" -25.9 1521 670.81 "146" "948"
-5136664.81918687 -6258659.26903044 66.74 124.6 "E" 180.16 "R3" "N5" "Strip: 13" 53 "53" "13" 59.7 15525.16 3564.09 "239" "949"
-5136664.75123192 -6258650.80461863 68.46 75.4 "E" 180.39 "R3" "N3" "Strip: 14" 53 "53" "14" 10.5 5685.16 110.25 "239" "950"
-5136664.68327498 -6258642.34021174 62.6 99.8 "E" 175.35 "R3" "N4" "Strip: 15" 53 "53" "15" 34.9 9960.04 1218.01 "239" "951"
-5136656.15131618 -6258633.9432496 72 0 "E" 170.82 "R3" "N0" "Strip: 16" 53 "53" "16" -64.9 0 4212.01 "239" "952"
-5136664.54735513 -6258625.41141273 69.68 50.6 "E" 175.04 "R3" "N2" "Strip: 17" 53 "53" "17" -14.3 2560.36 204.49 "239" "953"
-5136664.47988739 -6258616.94579503 71.78 39 "E" 178.99 "R3" "N1" "Strip: 18" 53 "53" "18" -25.9 1521 670.81 "239" "954"
-5136623.31298317 -6258761.18626095 84.66 124.6 "E" 174.57 "R1" "N5" "Strip: 1" 54 "54" "1" 59.7 15525.16 3564.09 "54" "955"
-5136623.24505618 -6258752.72177992 87.22 75.4 "E" 176.01 "R1" "N3" "Strip: 2" 54 "54" "2" 10.5 5685.16 110.25 "54" "956"
-5136631.64163429 -6258744.1886086 77.2 99.8 "E" 174.21 "R1" "N4" "Strip: 3" 54 "54" "3" 34.9 9960.04 1218.01 "54" "957"
-5136631.5737025 -6258735.72413945 79.58 0 "E" 175.77 "R1" "N0" "Strip: 4" 54 "54" "4" -64.9 0 4212.01 "54" "958"
-5136631.50473659 -6258727.25925821 79.8 50.6 "E" 173.08 "R1" "N2" "Strip: 5" 54 "54" "5" -14.3 2560.36 204.49 "54" "959"
-5136639.90233724 -6258718.72652764 74.05 39 "E" 173.16 "R1" "N1" "Strip: 6" 54 "54" "6" -25.9 1521 670.81 "54" "960"
-5136639.83336653 -6258710.26165828 87.78 124.6 "E" 177.27 "R2" "N5" "Strip: 7" 54 "54" "7" 59.7 15525.16 3564.09 "147" "961"
-5136639.76542597 -6258701.79721084 83.35 75.4 "E" 176.45 "R2" "N3" "Strip: 8" 54 "54" "8" 10.5 5685.16 110.25 "147" "962"
-5136648.16198489 -6258693.264087 85.99 99.8 "E" 174.87 "R2" "N4" "Strip: 9" 54 "54" "9" 34.9 9960.04 1218.01 "147" "963"
-5136648.09403953 -6258684.79965144 73.54 0 "E" 171.32 "R2" "N0" "Strip: 10" 54 "54" "10" -64.9 0 4212.01 "147" "964"
-5136648.02609219 -6258676.33522081 81.96 50.6 "E" 175.16 "R2" "N2" "Strip: 11" 54 "54" "11" -14.3 2560.36 204.49 "147" "965"
-5136647.95863803 -6258667.8695695 70.03 39 "E" 174.22 "R2" "N1" "Strip: 12" 54 "54" "12" -25.9 1521 670.81 "147" "966"
-5136656.35468937 -6258659.33770194 66.06 124.6 "E" 174.33 "R3" "N5" "Strip: 13" 54 "54" "13" 59.7 15525.16 3564.09 "240" "967"
-5136656.28673524 -6258650.8732881 73.51 75.4 "E" 171.78 "R3" "N3" "Strip: 14" 54 "54" "14" 10.5 5685.16 110.25 "240" "968"
-5136656.21927429 -6258642.4076536 66.63 99.8 "E" 171.59 "R3" "N4" "Strip: 15" 54 "54" "15" 34.9 9960.04 1218.01 "240" "969"
-5136647.68578868 -6258634.01149883 69.74 0 "E" 173.77 "R3" "N0" "Strip: 16" 54 "54" "16" -64.9 0 4212.01 "240" "970"
-5136656.08232395 -6258625.47843351 81.05 50.6 "E" 174.03 "R3" "N2" "Strip: 17" 54 "54" "17" -14.3 2560.36 204.49 "240" "971"
-5136656.01436187 -6258617.01403935 82.14 39 "E" 171.72 "R3" "N1" "Strip: 18" 54 "54" "18" -25.9 1521 670.81 "240" "972"
-5136614.84793714 -6258761.25331847 91.75 124.6 "E" 166.39 "R1" "N5" "Strip: 1" 55 "55" "1" 59.7 15525.16 3564.09 "55" "973"
-5136614.78001098 -6258752.78883541 93.85 75.4 "E" 171.43 "R1" "N3" "Strip: 2" 55 "55" "2" 10.5 5685.16 110.25 "55" "974"
-5136623.17659024 -6258744.25566121 83.84 99.8 "E" 172.88 "R1" "N4" "Strip: 3" 55 "55" "3" 34.9 9960.04 1218.01 "55" "975"
-5136623.10865928 -6258735.79119003 85.58 0 "E" 173.85 "R1" "N0" "Strip: 4" 55 "55" "4" -64.9 0 4212.01 "55" "976"
-5136623.04072633 -6258727.32672377 96.7 50.6 "E" 173.64 "R1" "N2" "Strip: 5" 55 "55" "5" -14.3 2560.36 204.49 "55" "977"
-5136631.437296 -6258718.79357331 87.07 39 "E" 170.91 "R1" "N1" "Strip: 6" 55 "55" "6" -25.9 1521 670.81 "55" "978"
-5136631.36935825 -6258710.32911892 88.47 124.6 "E" 173.26 "R2" "N5" "Strip: 7" 55 "55" "7" 59.7 15525.16 3564.09 "148" "979"
-5136631.30141851 -6258701.86466946 85.66 75.4 "E" 174.36 "R2" "N3" "Strip: 8" 55 "55" "8" 10.5 5685.16 110.25 "148" "980"
-5136639.6979786 -6258693.33154274 95.14 99.8 "E" 174.17 "R2" "N4" "Strip: 9" 55 "55" "9" 34.9 9960.04 1218.01 "148" "981"
-5136639.63003406 -6258684.86710515 86.52 0 "E" 172.18 "R2" "N0" "Strip: 10" 55 "55" "10" -64.9 0 4212.01 "148" "982"
-5136639.56208754 -6258676.40267248 85.82 50.6 "E" 173.83 "R2" "N2" "Strip: 11" 55 "55" "11" -14.3 2560.36 204.49 "148" "983"
-5136639.49413902 -6258667.93824473 87.53 39 "E" 170.9 "R2" "N1" "Strip: 12" 55 "55" "12" -25.9 1521 670.81 "148" "984"
-5136647.8906867 -6258659.40514871 77.44 124.6 "E" 170.31 "R3" "N5" "Strip: 13" 55 "55" "13" 59.7 15525.16 3564.09 "241" "985"
-5136647.82273339 -6258650.94073283 72.76 75.4 "E" 173.32 "R3" "N3" "Strip: 14" 55 "55" "14" 10.5 5685.16 110.25 "241" "986"
-5136647.75374596 -6258642.47590487 65.65 99.8 "E" 177.05 "R3" "N4" "Strip: 15" 55 "55" "15" 34.9 9960.04 1218.01 "241" "987"
-5136639.22178813 -6258634.07894034 86.97 0 "E" 173.34 "R3" "N0" "Strip: 16" 55 "55" "16" -64.9 0 4212.01 "241" "988"
-5136647.6178294 -6258625.54709772 93.33 50.6 "E" 173.88 "R3" "N2" "Strip: 17" 55 "55" "17" -14.3 2560.36 204.49 "241" "989"
-5136647.54986814 -6258617.08270153 81.37 39 "E" 173.73 "R3" "N1" "Strip: 18" 55 "55" "18" -25.9 1521 670.81 "241" "990"
-5136606.38342774 -6258761.32201944 91.62 124.6 "E" 164.74 "R1" "N5" "Strip: 1" 56 "56" "1" 59.7 15525.16 3564.09 "56" "991"
-5136606.3155024 -6258752.85753435 94.17 75.4 "E" 169.5 "R1" "N3" "Strip: 2" 56 "56" "2" 10.5 5685.16 110.25 "56" "992"
-5136614.71208283 -6258744.32435727 87.12 99.8 "E" 170.4 "R1" "N4" "Strip: 3" 56 "56" "3" 34.9 9960.04 1218.01 "56" "993"
-5136614.64415269 -6258735.85988406 90.47 0 "E" 175.29 "R1" "N0" "Strip: 4" 56 "56" "4" -64.9 0 4212.01 "56" "994"
-5136614.57622056 -6258727.39541576 100.99 50.6 "E" 174.85 "R1" "N2" "Strip: 5" 56 "56" "5" -14.3 2560.36 204.49 "56" "995"
-5136622.97279139 -6258718.86226243 90.86 39 "E" 173.3 "R1" "N1" "Strip: 6" 56 "56" "6" -25.9 1521 670.81 "56" "996"
-5136622.90485446 -6258710.397806 95.67 124.6 "E" 170.13 "R2" "N5" "Strip: 7" 56 "56" "7" 59.7 15525.16 3564.09 "149" "997"
-5136622.83691555 -6258701.9333545 92.19 75.4 "E" 172.38 "R2" "N3" "Strip: 8" 56 "56" "8" 10.5 5685.16 110.25 "149" "998"
-5136631.23347679 -6258693.40022491 93.81 99.8 "E" 172.79 "R2" "N4" "Strip: 9" 56 "56" "9" 34.9 9960.04 1218.01 "149" "999"
-5136631.16553308 -6258684.93578529 86.85 0 "E" 173.74 "R2" "N0" "Strip: 10" 56 "56" "10" -64.9 0 4212.01 "149" "1000"
-5136631.09655524 -6258676.47093357 96.82 50.6 "E" 168.75 "R2" "N2" "Strip: 11" 56 "56" "11" -14.3 2560.36 204.49 "149" "1001"
-5136631.02860755 -6258668.00650379 92.41 39 "E" 169.17 "R2" "N1" "Strip: 12" 56 "56" "12" -25.9 1521 670.81 "149" "1002"
-5136639.42515639 -6258659.47340489 89.82 124.6 "E" 172.32 "R3" "N5" "Strip: 13" 56 "56" "13" 59.7 15525.16 3564.09 "242" "1003"
-5136639.3572039 -6258651.00898698 79.51 75.4 "E" 174.45 "R3" "N3" "Strip: 14" 56 "56" "14" 10.5 5685.16 110.25 "242" "1004"
-5136639.28924943 -6258642.54457399 76.56 99.8 "E" 173.59 "R3" "N4" "Strip: 15" 56 "56" "15" 34.9 9960.04 1218.01 "242" "1005"
-5136630.75729208 -6258634.14760827 93.23 0 "E" 170.39 "R3" "N0" "Strip: 16" 56 "56" "16" -64.9 0 4212.01 "242" "1006"
-5136639.15382968 -6258625.61453719 92.5 50.6 "E" 170.61 "R3" "N2" "Strip: 17" 56 "56" "17" -14.3 2560.36 204.49 "242" "1007"
-5136639.08586924 -6258617.15013897 101.34 39 "E" 174.48 "R3" "N1" "Strip: 18" 56 "56" "18" -25.9 1521 670.81 "242" "1008"
-5136597.918918 -6258761.39072125 99.53 124.6 "E" 166.4 "R1" "N5" "Strip: 1" 57 "57" "1" 59.7 15525.16 3564.09 "57" "1009"
-5136597.85045652 -6258752.92459152 100.12 75.4 "E" 168.61 "R1" "N3" "Strip: 2" 57 "57" "2" 10.5 5685.16 110.25 "57" "1010"
